order_number,order_date,product_code,quantity,price,sales,country
10145,2003-08-25,S10_4698,33,100.0,5176.38,USA
10159,2003-10-10,S10_4698,22,100.0,4132.7,USA
10168,2003-10-28,S10_4698,20,100.0,4183.0,USA
10180,2003-11-11,S10_4698,41,100.0,8892.9,France
10188,2003-11-18,S10_4698,45,100.0,8714.7,Norway
10201,2003-12-01,S10_4698,49,100.0,8065.89,USA
10210,2004-01-12,S10_4698,34,100.0,6123.4,Japan
10223,2004-02-20,S10_4698,49,100.0,9774.03,Australia
10237,2004-04-05,S10_4698,39,100.0,7023.9,USA
10251,2004-05-18,S10_4698,43,100.0,7078.23,USA
10263,2004-06-28,S10_4698,41,100.0,8336.94,USA
10275,2004-07-23,S10_4698,36,100.0,6901.92,France
10285,2004-08-27,S10_4698,27,100.0,5438.07,USA
10299,2004-09-30,S10_4698,29,100.0,6683.34,Finland
10308,2004-10-15,S10_4698,20,100.0,4570.4,USA
10318,2004-11-02,S10_4698,37,100.0,7667.14,USA
10329,2004-11-15,S10_4698,26,100.0,5868.2,USA
10339,2004-11-23,S10_4698,39,76.67,2990.13,Japan
10362,2005-01-05,S10_4698,22,100.0,3664.1,USA
10374,2005-02-02,S10_4698,22,100.0,3834.38,Australia
10388,2005-03-03,S10_4698,21,86.77,1822.17,USA
10403,2005-04-08,S10_4698,66,100.0,11886.6,UK
10417,2005-05-13,S10_4698,56,100.0,9218.16,Spain
10105,2003-02-11,S10_4757,50,100.0,7208.0,Denmark
10119,2003-04-28,S10_4757,46,100.0,5004.8,Austria
10129,2003-06-12,S10_4757,33,100.0,4398.24,UK
10143,2003-08-10,S10_4757,49,100.0,5597.76,USA
10155,2003-10-06,S10_4757,32,100.0,4526.08,Finland
10167,2003-10-23,S10_4757,44,100.0,5924.16,Sweden
10178,2003-11-08,S10_4757,24,100.0,3492.48,France
10186,2003-11-14,S10_4757,26,100.0,3854.24,UK
10197,2003-11-26,S10_4757,45,100.0,5324.4,Spain
10209,2004-01-09,S10_4757,39,100.0,5197.92,USA
10222,2004-02-19,S10_4757,49,100.0,5997.6,USA
10248,2004-05-07,S10_4757,20,100.0,2910.4,USA
10261,2004-06-17,S10_4757,27,100.0,3378.24,Canada
10273,2004-07-21,S10_4757,30,100.0,3508.8,Belgium
10283,2004-08-20,S10_4757,25,100.0,2992.0,Canada
10295,2004-09-10,S10_4757,24,100.0,3427.2,USA
10307,2004-10-14,S10_4757,22,100.0,2692.8,USA
10316,2004-11-01,S10_4757,33,100.0,4128.96,UK
10325,2004-11-05,S10_4757,47,64.93,3051.71,Norway
10337,2004-11-21,S10_4757,25,48.05,1201.25,USA
10350,2004-12-02,S10_4757,26,75.47,1962.22,Spain
10359,2004-12-15,S10_4757,48,54.68,2624.64,France
10373,2005-01-31,S10_4757,39,100.0,4046.25,Finland
10384,2005-02-23,S10_4757,34,100.0,4846.7,USA
10395,2005-03-17,S10_4757,32,100.0,3370.56,France
10400,2005-04-01,S10_4757,64,100.0,9661.44,USA
10414,2005-05-06,S10_4757,19,100.0,2764.88,USA
10103,2003-01-29,S10_4962,42,100.0,5398.26,Norway
10114,2003-04-01,S10_4962,31,100.0,4305.28,France
10126,2003-05-28,S10_4962,22,100.0,3347.74,Spain
10140,2003-07-24,S10_4962,26,100.0,3188.12,USA
10150,2003-09-19,S10_4962,20,100.0,3191.2,Singapore
10164,2003-10-21,S10_4962,21,100.0,3536.82,Austria
10175,2003-11-06,S10_4962,33,100.0,5362.83,UK
10183,2003-11-13,S10_4962,28,100.0,3433.36,USA
10194,2003-11-25,S10_4962,26,100.0,4263.74,France
10207,2003-12-09,S10_4962,31,100.0,4076.19,USA
10217,2004-02-04,S10_4962,48,100.0,7020.48,Singapore
10229,2004-03-11,S10_4962,50,100.0,6426.5,USA
10245,2004-05-04,S10_4962,28,100.0,4591.72,USA
10259,2004-06-15,S10_4962,26,100.0,4033.38,Singapore
10270,2004-07-19,S10_4962,32,100.0,4302.08,Australia
10281,2004-08-19,S10_4962,44,100.0,7020.64,USA
10291,2004-09-08,S10_4962,30,100.0,3855.9,Sweden
10305,2004-10-13,S10_4962,38,100.0,6680.78,USA
10313,2004-10-22,S10_4962,40,100.0,6678.0,Canada
10322,2004-11-04,S10_4962,46,61.99,2851.54,USA
10334,2004-11-19,S10_4962,26,100.0,3188.12,Sweden
10347,2004-11-29,S10_4962,27,100.0,4428.0,Australia
10357,2004-12-10,S10_4962,43,100.0,5780.92,USA
10370,2005-01-20,S10_4962,35,65.63,2297.05,Australia
10381,2005-02-17,S10_4962,37,100.0,6231.54,USA
10391,2005-03-09,S10_4962,37,46.9,1735.3,Australia
10411,2005-05-01,S10_4962,27,100.0,4427.73,Canada
10425,2005-05-31,S10_4962,38,100.0,5894.94,France
10108,2003-03-03,S12_1099,33,100.0,5265.15,Philippines
10122,2003-05-08,S12_1099,42,100.0,7599.9,France
10135,2003-07-02,S12_1099,42,100.0,8008.56,USA
10147,2003-09-05,S12_1099,48,100.0,9245.76,USA
10159,2003-10-10,S12_1099,41,100.0,8296.35,USA
10169,2003-11-04,S12_1099,30,100.0,5019.9,Australia
10181,2003-11-12,S12_1099,27,100.0,5411.07,Norway
10191,2003-11-20,S12_1099,21,100.0,3840.9,Germany
10203,2003-12-02,S12_1099,20,100.0,3930.4,Spain
10211,2004-01-15,S12_1099,41,100.0,7498.9,France
10225,2004-02-22,S12_1099,27,100.0,4517.91,Switzerland
10238,2004-04-09,S12_1099,28,100.0,5774.72,Denmark
10253,2004-06-01,S12_1099,24,100.0,3922.56,UK
10266,2004-07-06,S12_1099,44,100.0,9160.36,Italy
10276,2004-08-02,S12_1099,50,100.0,9631.0,USA
10287,2004-08-30,S12_1099,21,100.0,3432.24,Switzerland
10300,2003-10-04,S12_1099,33,100.0,5521.89,Germany
10310,2004-10-16,S12_1099,33,100.0,6934.62,Germany
10320,2004-11-03,S12_1099,31,100.0,6876.11,Sweden
10329,2004-11-15,S12_1099,41,71.47,2930.27,USA
10341,2004-11-24,S12_1099,45,79.65,3584.25,Austria
10363,2005-01-06,S12_1099,33,85.39,2817.87,Finland
10375,2005-02-03,S12_1099,45,76.0,3420.0,France
10389,2005-03-03,S12_1099,26,99.04,2575.04,Sweden
10419,2005-05-17,S12_1099,12,100.0,1961.28,Austria
10105,2003-02-11,S12_1108,41,100.0,8690.36,Denmark
10117,2003-04-16,S12_1108,33,100.0,6034.38,Singapore
10127,2003-06-03,S12_1108,46,100.0,11279.2,USA
10142,2003-08-08,S12_1108,33,100.0,8023.29,USA
10153,2003-09-28,S12_1108,20,100.0,4904.0,Spain
10165,2003-10-22,S12_1108,44,100.0,8594.52,Singapore
10176,2003-11-06,S12_1108,33,100.0,7474.5,Italy
10185,2003-11-14,S12_1108,21,100.0,3883.74,USA
10196,2003-11-26,S12_1108,47,100.0,8887.7,USA
10208,2004-01-02,S12_1108,46,100.0,8602.92,France
10220,2004-02-12,S12_1108,32,100.0,7181.44,Ireland
10231,2004-03-19,S12_1108,42,100.0,8378.58,Spain
10247,2004-05-05,S12_1108,44,100.0,10606.2,Finland
10272,2004-07-20,S12_1108,35,100.0,5818.4,USA
10282,2004-08-20,S12_1108,41,100.0,7071.27,USA
10293,2004-09-09,S12_1108,46,100.0,8411.56,Italy
10306,2004-10-14,S12_1108,31,100.0,6570.76,UK
10314,2004-10-22,S12_1108,38,100.0,7975.44,Denmark
10325,2004-11-05,S12_1108,42,64.0,2688.0,Norway
10336,2004-11-20,S12_1108,33,57.22,1888.26,France
10348,2004-11-01,S12_1108,48,52.36,2513.28,Spain
10359,2004-12-15,S12_1108,42,100.0,4764.48,France
10371,2005-01-23,S12_1108,32,100.0,3560.64,USA
10382,2005-02-17,S12_1108,34,100.0,3823.64,USA
10395,2005-03-17,S12_1108,33,69.12,2280.96,France
10413,2005-05-05,S12_1108,36,100.0,8677.8,USA
10103,2003-01-29,S12_1666,27,100.0,3394.98,Norway
10113,2003-03-26,S12_1666,21,100.0,3415.44,USA
10126,2003-05-28,S12_1666,21,100.0,2439.57,Spain
10140,2003-07-24,S12_1666,38,100.0,4829.8,USA
10150,2003-09-19,S12_1666,30,100.0,4100.1,Singapore
10164,2003-10-21,S12_1666,49,100.0,6563.06,Austria
10174,2003-11-06,S12_1666,43,100.0,6817.22,Australia
10183,2003-11-13,S12_1666,41,100.0,6163.94,USA
10194,2003-11-25,S12_1666,38,100.0,4933.92,France
10206,2003-12-05,S12_1666,28,100.0,4056.36,Canada
10216,2004-02-02,S12_1666,43,100.0,5759.42,France
10229,2004-03-11,S12_1666,25,100.0,3451.0,USA
10245,2004-05-04,S12_1666,38,100.0,5920.4,USA
10258,2004-06-15,S12_1666,41,100.0,6668.24,Japan
10270,2004-07-19,S12_1666,28,100.0,4094.72,Australia
10281,2004-08-19,S12_1666,25,100.0,2938.5,USA
10291,2004-09-08,S12_1666,41,100.0,6387.8,Sweden
10304,2004-10-11,S12_1666,39,100.0,6396.0,France
10313,2004-10-22,S12_1666,21,100.0,2669.1,Canada
10322,2004-11-04,S12_1666,27,100.0,4784.13,USA
10333,2004-11-18,S12_1666,33,99.21,3273.93,USA
10347,2004-11-29,S12_1666,29,100.0,3586.43,Australia
10357,2004-12-10,S12_1666,49,100.0,5960.36,USA
10370,2005-01-20,S12_1666,49,100.0,8470.14,Australia
10381,2005-02-17,S12_1666,20,100.0,2952.0,USA
10391,2005-03-09,S12_1666,39,63.2,2464.8,Australia
10411,2005-05-01,S12_1666,40,100.0,6232.0,Canada
10424,2005-05-31,S12_1666,49,100.0,7969.36,Spain
10107,2003-02-24,S12_2823,21,100.0,3036.6,USA
10121,2003-05-07,S12_2823,50,100.0,8284.0,France
10134,2003-07-01,S12_2823,20,100.0,2711.2,France
10145,2003-08-25,S12_2823,49,100.0,8339.8,USA
10159,2003-10-10,S12_2823,38,100.0,6238.84,USA
10169,2003-11-04,S12_2823,35,100.0,4639.25,Australia
10180,2003-11-11,S12_2823,40,100.0,6747.6,France
10189,2003-11-18,S12_2823,28,100.0,4512.48,USA
10201,2003-12-01,S12_2823,25,100.0,4029.0,USA
10211,2004-01-15,S12_2823,36,100.0,4771.8,France
10224,2004-02-21,S12_2823,43,100.0,6087.94,France
10237,2004-04-05,S12_2823,32,100.0,4193.28,USA
10251,2004-05-18,S12_2823,46,100.0,7552.28,USA
10263,2004-06-28,S12_2823,48,100.0,6434.4,USA
10276,2004-08-02,S12_2823,43,100.0,5181.5,USA
10285,2004-08-27,S12_2823,49,100.0,6863.92,USA
10299,2004-09-30,S12_2823,24,100.0,4157.04,Finland
10309,2004-10-15,S12_2823,26,100.0,4660.24,Norway
10319,2004-11-03,S12_2823,30,100.0,4111.8,USA
10329,2004-11-15,S12_2823,24,100.0,3542.64,USA
10341,2004-11-24,S12_2823,55,100.0,8118.55,Austria
10362,2005-01-05,S12_2823,22,100.0,3877.06,USA
10375,2005-02-03,S12_2823,49,78.92,3867.08,France
10388,2005-03-03,S12_2823,44,100.0,5951.44,USA
10403,2005-04-08,S12_2823,66,100.0,8648.64,UK
10417,2005-05-13,S12_2823,21,100.0,3447.78,Spain
10104,2003-01-31,S12_3148,34,100.0,5958.5,Spain
10117,2003-04-16,S12_3148,43,100.0,5911.64,Singapore
10127,2003-06-03,S12_3148,46,100.0,7366.44,USA
10142,2003-08-08,S12_3148,33,100.0,4985.64,USA
10153,2003-09-28,S12_3148,42,100.0,5393.64,Spain
10165,2003-10-22,S12_3148,34,100.0,4880.02,Singapore
10176,2003-11-06,S12_3148,47,100.0,8378.69,Italy
10185,2003-11-14,S12_3148,33,100.0,4038.21,USA
10196,2003-11-26,S12_3148,24,100.0,3807.12,USA
10208,2004-01-02,S12_3148,26,100.0,3142.36,France
10220,2004-02-12,S12_3148,30,100.0,4713.6,Ireland
10230,2004-03-15,S12_3148,43,100.0,7016.31,Germany
10247,2004-05-05,S12_3148,25,100.0,4381.25,Finland
10272,2004-07-20,S12_3148,27,100.0,4283.01,USA
10282,2004-08-20,S12_3148,27,100.0,4364.82,USA
10293,2004-09-09,S12_3148,24,100.0,4242.24,Italy
10306,2004-10-14,S12_3148,34,100.0,4982.7,UK
10314,2004-10-22,S12_3148,46,100.0,6393.54,Denmark
10324,2004-11-05,S12_3148,27,54.33,1466.91,USA
10336,2004-11-20,S12_3148,33,100.0,4059.33,France
10348,2004-11-01,S12_3148,47,100.0,4801.52,Spain
10358,2004-12-10,S12_3148,49,55.34,2711.66,Spain
10372,2005-01-26,S12_3148,40,100.0,5862.0,Japan
10382,2005-02-17,S12_3148,37,100.0,4071.85,USA
10413,2005-05-05,S12_3148,47,100.0,8236.75,USA
10108,2003-03-03,S12_3380,45,100.0,6130.35,Philippines
10122,2003-05-08,S12_3380,37,99.82,3693.34,France
10135,2003-07-02,S12_3380,48,100.0,6031.68,USA
10147,2003-09-05,S12_3380,31,100.0,3494.94,USA
10160,2003-10-11,S12_3380,46,100.0,5294.14,USA
10170,2003-11-04,S12_3380,47,100.0,5464.69,Austria
10181,2003-11-12,S12_3380,28,100.0,2860.76,Norway
10191,2003-11-20,S12_3380,40,100.0,5590.0,Germany
10203,2003-12-02,S12_3380,20,100.0,2254.8,Spain
10212,2004-01-16,S12_3380,39,100.0,4946.76,Spain
10225,2004-02-22,S12_3380,25,99.82,2495.5,Switzerland
10238,2004-04-09,S12_3380,29,100.0,3167.38,Denmark
10253,2004-06-01,S12_3380,22,100.0,2402.84,UK
10266,2004-07-06,S12_3380,22,100.0,2454.54,Italy
10276,2004-08-02,S12_3380,47,100.0,5464.69,USA
10287,2004-08-30,S12_3380,45,100.0,4756.5,Switzerland
10300,2003-10-04,S12_3380,29,100.0,3984.6,Germany
10310,2004-10-16,S12_3380,24,100.0,3100.32,Germany
10320,2004-11-03,S12_3380,35,100.0,4850.3,Sweden
10329,2004-11-15,S12_3380,46,83.63,3846.98,USA
10341,2004-11-24,S12_3380,44,95.93,4220.92,Austria
10363,2005-01-06,S12_3380,34,96.73,3288.82,Finland
10376,2005-02-08,S12_3380,35,100.0,3987.2,USA
10389,2005-03-03,S12_3380,25,72.38,1809.5,Sweden
10419,2005-05-17,S12_3380,10,100.0,1092.2,Austria
10105,2003-02-11,S12_3891,29,100.0,4566.05,Denmark
10117,2003-04-16,S12_3891,39,100.0,5938.14,Singapore
10127,2003-06-03,S12_3891,42,100.0,8138.76,USA
10142,2003-08-08,S12_3891,46,100.0,9470.94,USA
10153,2003-09-28,S12_3891,49,100.0,7036.89,Spain
10165,2003-10-22,S12_3891,27,100.0,5559.03,Singapore
10176,2003-11-06,S12_3891,50,100.0,7872.5,Italy
10185,2003-11-14,S12_3891,43,100.0,7886.2,USA
10196,2003-11-26,S12_3891,38,100.0,7232.16,USA
10208,2004-01-02,S12_3891,20,100.0,3114.4,France
10220,2004-02-12,S12_3891,27,100.0,5045.22,Ireland
10231,2004-03-19,S12_3891,49,100.0,6952.12,Spain
10247,2004-05-05,S12_3891,27,100.0,4157.73,Finland
10272,2004-07-20,S12_3891,39,100.0,7962.24,USA
10282,2004-08-20,S12_3891,24,100.0,3778.8,USA
10293,2004-09-09,S12_3891,45,100.0,8253.0,Italy
10306,2004-10-14,S12_3891,20,100.0,3633.4,UK
10314,2004-10-22,S12_3891,36,100.0,6913.8,Denmark
10325,2004-11-05,S12_3891,24,100.0,2583.6,Norway
10336,2004-11-20,S12_3891,49,63.38,3105.62,France
10349,2004-12-01,S12_3891,26,100.0,4408.56,USA
10359,2004-12-15,S12_3891,49,62.09,3042.41,France
10372,2005-01-26,S12_3891,34,100.0,5941.5,Japan
10382,2005-02-17,S12_3891,34,95.35,3241.9,USA
10396,2005-03-23,S12_3891,33,100.0,6109.29,USA
10413,2005-05-05,S12_3891,22,100.0,3387.78,USA
10108,2003-03-03,S12_3990,39,89.38,3485.82,Philippines
10122,2003-05-08,S12_3990,32,63.84,2042.88,France
10135,2003-07-02,S12_3990,24,75.01,1800.24,USA
10147,2003-09-05,S12_3990,21,63.84,1340.64,USA
10159,2003-10-10,S12_3990,24,73.42,1762.08,USA
10169,2003-11-04,S12_3990,36,63.84,2298.24,Australia
10181,2003-11-12,S12_3990,20,81.4,1628.0,Norway
10191,2003-11-20,S12_3990,30,64.64,1939.2,Germany
10203,2003-12-02,S12_3990,44,82.99,3651.56,Spain
10211,2004-01-15,S12_3990,28,92.57,2591.96,France
10225,2004-02-22,S12_3990,37,77.41,2864.17,Switzerland
10238,2004-04-09,S12_3990,20,74.21,1484.2,Denmark
10253,2004-06-01,S12_3990,25,90.17,2254.25,UK
10266,2004-07-06,S12_3990,35,76.61,2681.35,Italy
10276,2004-08-02,S12_3990,38,83.79,3184.02,USA
10287,2004-08-30,S12_3990,41,69.43,2846.63,Switzerland
10300,2003-10-04,S12_3990,22,76.61,1685.42,Germany
10310,2004-10-16,S12_3990,49,81.4,3988.6,Germany
10320,2004-11-03,S12_3990,38,73.42,2789.96,Sweden
10329,2004-11-15,S12_3990,33,100.0,3607.56,USA
10341,2004-11-24,S12_3990,36,93.56,3368.16,Austria
10363,2005-01-06,S12_3990,34,81.62,2775.08,Finland
10377,2005-02-09,S12_3990,24,67.83,1627.92,Finland
10389,2005-03-03,S12_3990,36,70.26,2529.36,Sweden
10419,2005-05-17,S12_3990,34,90.17,3065.78,Austria
10104,2003-01-31,S12_4473,41,100.0,4615.78,Spain
10115,2003-04-04,S12_4473,46,100.0,5723.78,USA
10127,2003-06-03,S12_4473,24,100.0,2559.6,USA
10141,2003-08-01,S12_4473,21,100.0,2140.11,Finland
10151,2003-09-21,S12_4473,24,100.0,3327.6,Finland
10165,2003-10-22,S12_4473,48,100.0,6825.6,Singapore
10175,2003-11-06,S12_4473,26,100.0,3543.28,UK
10184,2003-11-14,S12_4473,37,100.0,4516.22,Spain
10195,2003-11-25,S12_4473,49,100.0,6445.46,USA
10207,2003-12-09,S12_4473,34,99.54,3384.36,USA
10219,2004-02-10,S12_4473,48,100.0,4891.68,USA
10229,2004-03-11,S12_4473,36,100.0,4521.96,USA
10246,2004-05-05,S12_4473,46,100.0,5069.66,Spain
10259,2004-06-15,S12_4473,46,100.0,6541.2,Singapore
10271,2004-07-20,S12_4473,31,97.17,3012.27,USA
10281,2004-08-19,S12_4473,41,100.0,5247.18,USA
10292,2004-09-08,S12_4473,21,100.0,2214.87,USA
10305,2004-10-13,S12_4473,38,100.0,4773.18,USA
10314,2004-10-22,S12_4473,45,100.0,6185.7,Denmark
10324,2004-11-05,S12_4473,26,58.38,1517.88,USA
10336,2004-11-20,S12_4473,38,100.0,6372.6,France
10349,2004-12-01,S12_4473,48,100.0,5232.96,USA
10358,2004-12-10,S12_4473,42,64.16,2694.72,Spain
10371,2005-01-23,S12_4473,49,35.71,1749.79,USA
10382,2005-02-17,S12_4473,32,66.58,2130.56,USA
10412,2005-05-03,S12_4473,54,100.0,5951.34,Spain
10425,2005-05-31,S12_4473,33,100.0,4692.6,France
10108,2003-03-03,S12_4675,36,100.0,3731.04,Philippines
10122,2003-05-08,S12_4675,20,100.0,2142.0,France
10135,2003-07-02,S12_4675,29,97.89,2838.81,USA
10147,2003-09-05,S12_4675,33,97.89,3230.37,USA
10160,2003-10-11,S12_4675,50,100.0,5182.0,USA
10170,2003-11-04,S12_4675,41,100.0,4391.1,Austria
10181,2003-11-12,S12_4675,36,100.0,4477.32,Norway
10192,2003-11-20,S12_4675,27,100.0,3544.56,USA
10203,2003-12-02,S12_4675,47,100.0,5195.85,Spain
10212,2004-01-16,S12_4675,33,100.0,4180.44,Spain
10225,2004-02-22,S12_4675,21,100.0,2684.43,Switzerland
10239,2004-04-12,S12_4675,21,93.28,1958.88,Finland
10253,2004-06-01,S12_4675,41,100.0,4910.57,UK
10266,2004-07-06,S12_4675,40,100.0,4468.4,Italy
10277,2004-08-04,S12_4675,28,100.0,3127.88,Singapore
10287,2004-08-30,S12_4675,23,100.0,2675.13,Switzerland
10300,2003-10-04,S12_4675,23,100.0,2807.61,Germany
10310,2004-10-16,S12_4675,25,100.0,2504.75,Germany
10321,2004-11-04,S12_4675,24,100.0,2984.88,USA
10329,2004-11-15,S12_4675,39,64.74,2524.86,USA
10341,2004-11-24,S12_4675,55,75.2,4136.0,Austria
10363,2005-01-06,S12_4675,46,88.45,4068.7,Finland
10377,2005-02-09,S12_4675,50,100.0,5182.0,Finland
10389,2005-03-03,S12_4675,47,100.0,5243.79,Sweden
10405,2005-04-14,S12_4675,97,93.28,9048.16,France
10419,2005-05-17,S12_4675,32,100.0,3832.64,Austria
10103,2003-01-29,S18_1097,35,100.0,3920.0,Norway
10113,2003-03-26,S18_1097,49,100.0,4916.66,USA
10126,2003-05-28,S18_1097,38,100.0,3857.0,Spain
10140,2003-07-24,S18_1097,32,100.0,4181.44,USA
10150,2003-09-19,S18_1097,34,100.0,4641.0,Singapore
10164,2003-10-21,S18_1097,36,99.17,3570.12,Austria
10174,2003-11-06,S18_1097,48,93.34,4480.32,Australia
10183,2003-11-13,S18_1097,21,96.84,2033.64,USA
10194,2003-11-25,S18_1097,21,93.34,1960.14,France
10206,2003-12-05,S18_1097,34,100.0,3966.78,Canada
10215,2004-01-29,S18_1097,46,100.0,5152.0,USA
10228,2004-03-10,S18_1097,32,100.0,3360.0,USA
10245,2004-05-04,S18_1097,29,100.0,3451.0,USA
10258,2004-06-15,S18_1097,41,100.0,5453.0,Japan
10270,2004-07-19,S18_1097,43,96.84,4164.12,Australia
10280,2004-08-17,S18_1097,24,100.0,2800.08,Italy
10291,2004-09-08,S18_1097,41,100.0,4687.94,Sweden
10304,2004-10-11,S18_1097,46,98.0,4508.0,France
10312,2004-10-21,S18_1097,32,100.0,4181.44,USA
10322,2004-11-04,S18_1097,22,100.0,2251.04,USA
10333,2004-11-18,S18_1097,29,40.25,1167.25,USA
10347,2004-11-29,S18_1097,42,49.6,2083.2,Australia
10357,2004-12-10,S18_1097,39,98.0,3822.0,USA
10370,2005-01-20,S18_1097,27,100.0,3911.49,Australia
10381,2005-02-17,S18_1097,48,98.0,4704.0,USA
10391,2005-03-09,S18_1097,29,85.1,2467.9,Australia
10411,2005-05-01,S18_1097,27,100.0,3213.0,Canada
10424,2005-05-31,S18_1097,54,100.0,7182.0,Spain
10109,2003-03-10,S18_1129,26,100.0,4379.18,USA
10122,2003-05-08,S18_1129,34,100.0,5004.8,France
10136,2003-07-04,S18_1129,25,100.0,3644.75,France
10148,2003-09-11,S18_1129,23,100.0,2702.04,Australia
10161,2003-10-17,S18_1129,28,100.0,3764.88,Denmark
10171,2003-11-05,S18_1129,35,100.0,4508.0,Canada
10181,2003-11-12,S18_1129,44,100.0,5418.16,Norway
10192,2003-11-20,S18_1129,22,100.0,3300.66,USA
10204,2003-12-02,S18_1129,42,100.0,6182.4,USA
